lat,lon,individual,date
-16.9304775,-57.3798139,Picole,"2015-02-05 16:00:22"
-16.8849406,-57.4919892,Dale,"2015-02-05 16:00:30"
-16.9304764,-57.37984,Picole,"2015-02-05 16:01:13"
-16.8735636,-57.4416936,Fera,"2015-02-05 16:01:55"
-16.9962781,-57.3745694,Alice,"2015-02-05 16:01:58"
-16.9171311,-57.4664661,Anderson,"2015-02-05 17:00:12"
-16.8849775,-57.4917331,Dale,"2015-02-05 17:00:19"
-16.9962658,-57.3746281,Alice,"2015-02-05 17:01:03"
-16.8735661,-57.4417839,Fera,"2015-02-05 17:01:43"
-16.9170789,-57.4664861,Anderson,"2015-02-05 18:00:30"
-16.9962147,-57.3746283,Alice,"2015-02-05 18:00:45"
-16.8849017,-57.4918972,Dale,"2015-02-05 18:00:48"
-16.8736017,-57.4417372,Fera,"2015-02-05 18:00:48"
-16.8736883,-57.4401608,Caiman,"2015-02-05 18:00:54"
-16.9304194,-57.3797956,Picole,"2015-02-05 18:03:00"
-16.8849969,-57.4919656,Dale,"2015-02-05 19:00:09"
-16.9171019,-57.4665453,Anderson,"2015-02-05 19:00:20"
-16.8735158,-57.4415947,Fera,"2015-02-05 19:00:30"
-16.9962731,-57.3745931,Alice,"2015-02-05 19:00:43"
-16.9171028,-57.4666203,Anderson,"2015-02-05 20:00:11"
-16.8851475,-57.4918586,Dale,"2015-02-05 20:00:22"
-16.8743656,-57.4429222,Fera,"2015-02-05 20:00:48"
-16.8737028,-57.4401856,Caiman,"2015-02-05 20:01:05"
-16.9962686,-57.3746303,Alice,"2015-02-05 20:01:29"
-16.8756769,-57.4448025,Fera,"2015-02-05 21:00:18"
-16.8736719,-57.4399506,Caiman,"2015-02-05 21:00:25"
-16.9169864,-57.4666378,Anderson,"2015-02-05 21:00:25"
-16.8849847,-57.491915,Dale,"2015-02-05 21:00:48"
-16.8850186,-57.4919078,Dale,"2015-02-05 22:00:10"
-16.9139608,-57.4739039,Anderson,"2015-02-05 22:00:13"
-16.8740242,-57.4423072,Fera,"2015-02-05 22:00:54"
-16.9962172,-57.3746506,Alice,"2015-02-05 22:01:24"
-16.8736614,-57.4402486,Caiman,"2015-02-05 22:02:15"
-16.9095153,-57.4838389,Anderson,"2015-02-05 23:00:05"
-16.8849975,-57.491905,Dale,"2015-02-05 23:00:29"
-16.8735983,-57.4417683,Fera,"2015-02-05 23:00:29"
-16.9962306,-57.3746544,Alice,"2015-02-05 23:01:10"
-16.8736297,-57.4417661,Fera,"2015-02-06 00:00:14"
-16.9084692,-57.48545,Anderson,"2015-02-06 00:00:48"
-16.8848764,-57.4919181,Dale,"2015-02-06 00:00:49"
-16.9962317,-57.3746689,Alice,"2015-02-06 00:01:00"
-16.9304672,-57.3797989,Picole,"2015-02-06 00:02:18"
-16.8850394,-57.4917611,Dale,"2015-02-06 01:00:22"
-16.9084508,-57.4854761,Anderson,"2015-02-06 01:00:29"
-16.9930108,-57.3745706,Alice,"2015-02-06 01:00:34"
-16.8736442,-57.4417097,Fera,"2015-02-06 01:00:54"
-16.9303908,-57.3797322,Picole,"2015-02-06 01:01:11"
-16.9084117,-57.4853978,Anderson,"2015-02-06 02:00:19"
-16.8849217,-57.4917911,Dale,"2015-02-06 02:00:27"
-16.9906522,-57.3755717,Alice,"2015-02-06 02:00:30"
-16.9303644,-57.3797658,Picole,"2015-02-06 02:01:30"
-16.9906642,-57.3754719,Alice,"2015-02-06 03:00:16"
-16.9084919,-57.4854811,Anderson,"2015-02-06 03:00:20"
-16.8849475,-57.4917906,Dale,"2015-02-06 03:00:43"
-16.8736081,-57.4416264,Fera,"2015-02-06 03:00:48"
-16.9303583,-57.3799239,Picole,"2015-02-06 03:01:29"
-16.8736347,-57.4399628,Caiman,"2015-02-06 03:02:21"
-16.9906294,-57.3756758,Alice,"2015-02-06 03:59:59"
-16.9084461,-57.4855064,Anderson,"2015-02-06 04:00:12"
-16.8733544,-57.4417194,Fera,"2015-02-06 04:00:13"
-16.8859606,-57.4845058,Dale,"2015-02-06 04:00:15"
-16.8736378,-57.4396183,Caiman,"2015-02-06 04:00:30"
-16.9303167,-57.3797486,Picole,"2015-02-06 04:01:48"
-16.9085058,-57.4856078,Anderson,"2015-02-06 05:00:05"
-16.8679067,-57.4397469,Caiman,"2015-02-06 05:00:15"
-16.8840575,-57.4833353,Dale,"2015-02-06 05:00:26"
-16.8735856,-57.4405558,Fera,"2015-02-06 05:00:27"
-16.9925947,-57.3747881,Alice,"2015-02-06 05:00:31"
-16.9304275,-57.3798425,Picole,"2015-02-06 05:01:14"
-16.8880369,-57.4911758,Dale,"2015-02-06 06:00:08"
-16.8742853,-57.4390197,Fera,"2015-02-06 06:00:30"
-16.9085656,-57.4855458,Anderson,"2015-02-06 06:00:30"
-16.8622106,-57.4371717,Caiman,"2015-02-06 06:01:00"
-16.9303847,-57.3797681,Picole,"2015-02-06 06:01:53"
-16.9086856,-57.4854158,Anderson,"2015-02-06 07:00:20"
-16.8743394,-57.4389739,Fera,"2015-02-06 07:00:22"
-16.8848172,-57.4917019,Dale,"2015-02-06 07:00:29"
-16.8543664,-57.4347089,Caiman,"2015-02-06 07:00:54"
-16.9929272,-57.3744367,Alice,"2015-02-06 07:01:10"
-16.9303242,-57.3797411,Picole,"2015-02-06 07:01:18"
-16.9086186,-57.4854381,Anderson,"2015-02-06 08:00:05"
-16.9303281,-57.37971,Picole,"2015-02-06 08:00:15"
-16.8849139,-57.4916281,Dale,"2015-02-06 08:00:17"
-16.9906972,-57.3755389,Alice,"2015-02-06 08:00:30"
-16.8742703,-57.4390689,Fera,"2015-02-06 08:00:48"
-16.8538989,-57.4382892,Caiman,"2015-02-06 08:01:58"
-16.8743172,-57.4389428,Fera,"2015-02-06 09:00:14"
-16.9084686,-57.4854422,Anderson,"2015-02-06 09:00:17"
-16.9906722,-57.3755397,Alice,"2015-02-06 09:00:20"
-16.8849625,-57.4918367,Dale,"2015-02-06 09:00:26"
-16.8536328,-57.4386164,Caiman,"2015-02-06 09:00:30"
-16.8743147,-57.4388386,Fera,"2015-02-06 10:00:23"
-16.9935061,-57.3743342,Alice,"2015-02-06 10:00:23"
-16.8537294,-57.4384617,Caiman,"2015-02-06 10:00:28"
-16.8849789,-57.491815,Dale,"2015-02-06 10:00:30"
-16.9084744,-57.4854264,Anderson,"2015-02-06 10:00:30"
-16.9304283,-57.3796461,Picole,"2015-02-06 10:01:10"
-16.9085156,-57.4854042,Anderson,"2015-02-06 11:00:19"
-16.8535978,-57.4387114,Caiman,"2015-02-06 11:00:25"
-16.9976075,-57.3755261,Alice,"2015-02-06 11:00:29"
-16.9303772,-57.3797486,Picole,"2015-02-06 11:00:30"
-16.8849706,-57.4918431,Dale,"2015-02-06 11:00:30"
-16.8742575,-57.4390386,Fera,"2015-02-06 11:01:24"
-16.8742722,-57.4390908,Fera,"2015-02-06 12:00:14"
-16.9085008,-57.4857261,Anderson,"2015-02-06 12:00:14"
-16.9270772,-57.3813006,Picole,"2015-02-06 12:00:16"
-16.8849544,-57.4918711,Dale,"2015-02-06 12:00:16"
-16.8540931,-57.4435106,Caiman,"2015-02-06 12:00:18"
-16.9976267,-57.3755411,Alice,"2015-02-06 12:01:21"
-16.8849203,-57.4919531,Dale,"2015-02-06 13:00:07"
-16.8541394,-57.4435811,Caiman,"2015-02-06 13:00:18"
-16.9976842,-57.3756339,Alice,"2015-02-06 13:00:24"
-16.8742472,-57.4390711,Fera,"2015-02-06 13:00:25"
-16.9284792,-57.3819403,Picole,"2015-02-06 13:00:34"
-16.9086414,-57.4853608,Anderson,"2015-02-06 13:00:48"
-16.8851894,-57.4915192,Dale,"2015-02-06 14:00:24"
-16.9086961,-57.4856486,Anderson,"2015-02-06 14:00:29"
-16.8742722,-57.4390772,Fera,"2015-02-06 14:00:30"
-16.8543817,-57.4437719,Caiman,"2015-02-06 14:00:59"
-16.928475,-57.3819914,Picole,"2015-02-06 14:01:00"
-16.9976197,-57.3755631,Alice,"2015-02-06 14:01:00"
-16.9082928,-57.4850594,Anderson,"2015-02-06 15:00:23"
-16.8850911,-57.4917611,Dale,"2015-02-06 15:00:25"
-16.8543003,-57.4436394,Caiman,"2015-02-06 15:00:30"
-16.9976325,-57.3755256,Alice,"2015-02-06 15:00:30"
-16.8743531,-57.4390528,Fera,"2015-02-06 15:00:37"
-16.9285822,-57.3819261,Picole,"2015-02-06 15:01:30"
-16.8543164,-57.4435908,Caiman,"2015-02-06 16:00:19"
-16.9284444,-57.3819944,Picole,"2015-02-06 16:00:28"
-16.8742964,-57.4391233,Fera,"2015-02-06 16:00:48"
-16.9285203,-57.3819592,Picole,"2015-02-06 16:01:48"
-16.8849475,-57.4915186,Dale,"2015-02-06 16:01:49"
-16.9082069,-57.4846036,Anderson,"2015-02-06 16:01:50"
-16.9976553,-57.3755164,Alice,"2015-02-06 16:02:24"
-16.8743331,-57.4390094,Fera,"2015-02-06 17:00:23"
-16.8850758,-57.4917897,Dale,"2015-02-06 17:00:30"
-16.9082881,-57.4850419,Anderson,"2015-02-06 17:00:32"
-16.997605,-57.3755375,Alice,"2015-02-06 17:01:36"
-16.8743172,-57.4390789,Fera,"2015-02-06 18:00:10"
-16.9083022,-57.4850803,Anderson,"2015-02-06 18:00:16"
-16.9976636,-57.3755706,Alice,"2015-02-06 18:00:54"
-16.8849614,-57.4919233,Dale,"2015-02-06 18:00:58"
-16.9284408,-57.3819917,Picole,"2015-02-06 18:01:29"
-16.8542778,-57.4437778,Caiman,"2015-02-06 18:01:45"
-16.8849806,-57.4918983,Dale,"2015-02-06 19:00:13"
-16.8743528,-57.4391744,Fera,"2015-02-06 19:00:13"
-16.9082978,-57.4851517,Anderson,"2015-02-06 19:00:29"
-16.8543581,-57.4437389,Caiman,"2015-02-06 19:00:44"
-16.9977119,-57.3755472,Alice,"2015-02-06 19:00:48"
-16.8850314,-57.4919042,Dale,"2015-02-06 20:00:14"
-16.8541789,-57.4437617,Caiman,"2015-02-06 20:00:22"
-16.9973189,-57.3754622,Alice,"2015-02-06 20:00:27"
-16.9084181,-57.4850967,Anderson,"2015-02-06 20:00:48"
-16.8742644,-57.4391797,Fera,"2015-02-06 20:01:00"
-16.9906428,-57.3756931,Alice,"2015-02-06 21:00:06"
-16.9085436,-57.4850594,Anderson,"2015-02-06 21:00:20"
-16.8542339,-57.4436211,Caiman,"2015-02-06 21:00:27"
-16.8849683,-57.4918344,Dale,"2015-02-06 21:00:30"
-16.8742019,-57.4392461,Fera,"2015-02-06 21:00:30"
-16.9906533,-57.3757558,Alice,"2015-02-06 22:00:13"
-16.8850672,-57.49198,Dale,"2015-02-06 22:00:17"
-16.8740083,-57.4391008,Fera,"2015-02-06 22:00:19"
-16.9083103,-57.4851817,Anderson,"2015-02-06 22:00:27"
-16.8542492,-57.4436194,Caiman,"2015-02-06 22:00:29"
-16.9906067,-57.3757806,Alice,"2015-02-06 23:00:12"
-16.8740383,-57.4389883,Fera,"2015-02-06 23:00:17"
-16.9083975,-57.4851011,Anderson,"2015-02-06 23:00:30"
-16.8849903,-57.4918583,Dale,"2015-02-06 23:01:03"
-16.8740689,-57.4390056,Fera,"2015-02-07 00:00:09"
-16.9904383,-57.3755667,Alice,"2015-02-07 00:00:13"
-16.9083683,-57.4852281,Anderson,"2015-02-07 00:00:48"
-16.8542678,-57.4435869,Caiman,"2015-02-07 00:01:00"
-16.9295339,-57.3842372,Picole,"2015-02-07 00:01:48"
-16.8849678,-57.4918539,Dale,"2015-02-07 01:00:15"
-16.9906831,-57.3756158,Alice,"2015-02-07 01:00:16"
-16.8540039,-57.4435017,Caiman,"2015-02-07 01:00:17"
-16.8740681,-57.4390594,Fera,"2015-02-07 01:00:24"
-16.9084053,-57.4850594,Anderson,"2015-02-07 01:00:30"
-16.9252917,-57.3879639,Picole,"2015-02-07 01:01:11"
-16.884965,-57.4918517,Dale,"2015-02-07 02:00:26"
-16.8580636,-57.4352914,Caiman,"2015-02-07 02:00:26"
-16.9903433,-57.3771778,Alice,"2015-02-07 02:00:27"
-16.9087494,-57.4854392,Anderson,"2015-02-07 02:00:44"
-16.8740867,-57.4390128,Fera,"2015-02-07 02:00:59"
-16.9231589,-57.3887953,Picole,"2015-02-07 02:01:54"
-16.8753536,-57.4366994,Caiman,"2015-02-07 03:00:13"
-16.8739469,-57.4389711,Fera,"2015-02-07 03:00:20"
-16.8850047,-57.4919783,Dale,"2015-02-07 03:00:30"
-16.9909658,-57.3777419,Alice,"2015-02-07 03:00:42"
-16.9231344,-57.3887897,Picole,"2015-02-07 03:02:00"
-16.9082294,-57.4850708,Anderson,"2015-02-07 03:02:06"
-16.8762661,-57.4349981,Caiman,"2015-02-07 04:00:14"
-16.8847492,-57.4923003,Dale,"2015-02-07 04:00:21"
-16.8763931,-57.4300217,Fera,"2015-02-07 04:00:30"
-16.9916828,-57.3780539,Alice,"2015-02-07 04:00:36"
-16.908255,-57.48505,Anderson,"2015-02-07 04:01:13"
-16.9231264,-57.3887494,Picole,"2015-02-07 04:02:50"
-16.8761475,-57.4349997,Caiman,"2015-02-07 05:00:21"
-16.8772806,-57.4270431,Fera,"2015-02-07 05:00:22"
-16.8865497,-57.4965317,Dale,"2015-02-07 05:00:27"
-16.9919375,-57.3784175,Alice,"2015-02-07 05:00:28"
-16.9082139,-57.4849839,Anderson,"2015-02-07 05:00:54"
-16.8725519,-57.4398447,Caiman,"2015-02-07 06:00:05"
-16.8808481,-57.4973611,Dale,"2015-02-07 06:00:11"
-16.9081833,-57.4850819,Anderson,"2015-02-07 06:00:19"
-16.9919944,-57.3785233,Alice,"2015-02-07 06:00:35"
-16.8783289,-57.4278397,Fera,"2015-02-07 06:00:47"
-16.9264058,-57.3855844,Picole,"2015-02-07 06:01:30"
-16.8788697,-57.4992644,Dale,"2015-02-07 07:00:20"
-16.8783569,-57.4279981,Fera,"2015-02-07 07:00:20"
-16.8717986,-57.4402244,Caiman,"2015-02-07 07:00:21"
-16.9083047,-57.4850622,Anderson,"2015-02-07 07:00:27"
-16.9376314,-57.3830917,Picole,"2015-02-07 07:01:17"
-16.9919717,-57.3784578,Alice,"2015-02-07 07:01:33"
-16.9083558,-57.4852789,Anderson,"2015-02-07 08:00:10"
-16.8788103,-57.4992586,Dale,"2015-02-07 08:00:12"
-16.8783644,-57.4280647,Fera,"2015-02-07 08:00:18"
-16.9920419,-57.3783831,Alice,"2015-02-07 08:00:57"
-16.9917711,-57.3783003,Alice,"2015-02-07 09:00:22"
-16.8784275,-57.4282708,Fera,"2015-02-07 09:00:24"
-16.9520236,-57.3697258,Picole,"2015-02-07 09:00:30"
-16.8788606,-57.4991214,Dale,"2015-02-07 09:00:30"
-16.8717725,-57.4403331,Caiman,"2015-02-07 09:00:30"
-16.9084053,-57.4850319,Anderson,"2015-02-07 09:01:06"
-16.8783797,-57.4279547,Fera,"2015-02-07 10:00:12"
-16.9519597,-57.3697164,Picole,"2015-02-07 10:00:17"
-16.9919556,-57.3784383,Alice,"2015-02-07 10:00:20"
-16.8788522,-57.4991761,Dale,"2015-02-07 10:00:24"
-16.9083536,-57.4850119,Anderson,"2015-02-07 10:00:30"
-16.8717956,-57.4402083,Caiman,"2015-02-07 10:01:00"
-16.9519822,-57.3697206,Picole,"2015-02-07 11:00:15"
-16.9083567,-57.4849875,Anderson,"2015-02-07 11:00:17"
-16.9920269,-57.3784131,Alice,"2015-02-07 11:00:24"
-16.8788308,-57.4991944,Dale,"2015-02-07 11:00:31"
-16.8784131,-57.4281781,Fera,"2015-02-07 11:00:48"
-16.8719383,-57.4403139,Caiman,"2015-02-07 11:00:57"
-16.9920392,-57.3785242,Alice,"2015-02-07 12:00:09"
-16.8776636,-57.4278197,Fera,"2015-02-07 12:00:10"
-16.8788286,-57.4992392,Dale,"2015-02-07 12:00:47"
-16.8719306,-57.44026,Caiman,"2015-02-07 12:00:54"
-16.9472456,-57.3667525,Picole,"2015-02-07 12:01:31"
-16.8717597,-57.4400444,Caiman,"2015-02-07 13:00:13"
-16.908375,-57.4850422,Anderson,"2015-02-07 13:00:21"
-16.8787706,-57.4993572,Dale,"2015-02-07 13:00:24"
-16.94485,-57.3688725,Picole,"2015-02-07 13:00:26"
-16.8783106,-57.4169264,Fera,"2015-02-07 13:01:00"
-16.9920514,-57.3785953,Alice,"2015-02-07 13:01:19"
-16.9466106,-57.3657161,Picole,"2015-02-07 14:00:13"
-16.8787439,-57.4992069,Dale,"2015-02-07 14:00:18"
-16.9080119,-57.4846072,Anderson,"2015-02-07 14:00:23"
-16.8718658,-57.4399172,Caiman,"2015-02-07 14:00:25"
-16.9919681,-57.3785433,Alice,"2015-02-07 14:00:30"
-16.8781986,-57.41535,Fera,"2015-02-07 14:01:07"
-16.8719611,-57.4398969,Caiman,"2015-02-07 15:00:05"
-16.8782292,-57.4154422,Fera,"2015-02-07 15:00:09"
-16.8787572,-57.4992306,Dale,"2015-02-07 15:00:29"
-16.9919119,-57.3785058,Alice,"2015-02-07 15:00:36"
-16.9466497,-57.3656656,Picole,"2015-02-07 15:00:53"
-16.871765,-57.4400825,Caiman,"2015-02-07 16:00:13"
-16.8782078,-57.4153639,Fera,"2015-02-07 16:00:30"
-16.9920547,-57.3786319,Alice,"2015-02-07 16:00:48"
-16.8787989,-57.4992428,Dale,"2015-02-07 16:00:51"
-16.9079142,-57.4845303,Anderson,"2015-02-07 16:00:54"
-16.9466556,-57.3657453,Picole,"2015-02-07 16:01:15"
-16.8782719,-57.4154825,Fera,"2015-02-07 17:00:19"
-16.8718414,-57.440095,Caiman,"2015-02-07 17:00:21"
-16.9079611,-57.4851928,Anderson,"2015-02-07 17:00:21"
-16.8786486,-57.4993089,Dale,"2015-02-07 17:00:22"
-16.9920336,-57.3785272,Alice,"2015-02-07 17:01:14"
-16.8718394,-57.4401819,Caiman,"2015-02-07 18:00:15"
-16.9111125,-57.4806089,Anderson,"2015-02-07 18:00:18"
-16.9920953,-57.3786506,Alice,"2015-02-07 18:00:31"
-16.8773933,-57.4171431,Fera,"2015-02-07 18:00:48"
-16.8786517,-57.4993372,Dale,"2015-02-07 18:00:54"
-16.9466569,-57.3656239,Picole,"2015-02-07 18:01:48"
-16.8773286,-57.4172619,Fera,"2015-02-07 19:00:09"
-16.8787786,-57.4992342,Dale,"2015-02-07 19:00:19"
-16.9111186,-57.4805731,Anderson,"2015-02-07 19:00:31"
-16.8719539,-57.4398847,Caiman,"2015-02-07 19:00:48"
-16.9921178,-57.3785931,Alice,"2015-02-07 19:01:13"
-16.877325,-57.4171981,Fera,"2015-02-07 20:00:11"
-16.9920031,-57.3785708,Alice,"2015-02-07 20:00:16"
-16.87875,-57.4992589,Dale,"2015-02-07 20:00:17"
-16.8720164,-57.4400558,Caiman,"2015-02-07 20:00:50"
-16.9111275,-57.4805528,Anderson,"2015-02-07 20:00:54"
-16.9466025,-57.3656625,Picole,"2015-02-07 20:01:19"
-16.9920067,-57.380015,Alice,"2015-02-07 21:00:04"
-16.9111422,-57.4805708,Anderson,"2015-02-07 21:00:10"
-16.87877,-57.4993222,Dale,"2015-02-07 21:00:30"
-16.8773081,-57.4171983,Fera,"2015-02-07 21:00:30"
-16.8719533,-57.4400878,Caiman,"2015-02-07 21:01:16"
-16.8788075,-57.4993242,Dale,"2015-02-07 22:00:21"
-16.9110903,-57.4805372,Anderson,"2015-02-07 22:00:26"
-16.9944558,-57.3804653,Alice,"2015-02-07 22:00:29"
-16.8773169,-57.4172189,Fera,"2015-02-07 22:00:30"
-16.9465772,-57.3653911,Picole,"2015-02-07 22:01:53"
-16.9111161,-57.4806119,Anderson,"2015-02-07 23:00:11"
-16.8771853,-57.4171494,Fera,"2015-02-07 23:00:16"
-16.9986481,-57.3793492,Alice,"2015-02-07 23:00:18"
-16.8786886,-57.4992789,Dale,"2015-02-07 23:00:45"
-16.8719742,-57.440145,Caiman,"2015-02-07 23:01:18"
-16.87731,-57.41722,Fera,"2015-02-08 00:00:30"
-16.8788014,-57.4992925,Dale,"2015-02-08 00:00:46"
-16.9110475,-57.4805442,Anderson,"2015-02-08 00:00:48"
-16.8719364,-57.4401156,Caiman,"2015-02-08 00:01:16"
-16.9466211,-57.3656161,Picole,"2015-02-08 00:01:56"
-16.9975467,-57.3757369,Alice,"2015-02-08 00:02:01"
-16.9111439,-57.4805722,Anderson,"2015-02-08 01:00:11"
-16.8772936,-57.4172208,Fera,"2015-02-08 01:00:16"
-16.8787108,-57.4990581,Dale,"2015-02-08 01:00:32"
-16.9976619,-57.3756842,Alice,"2015-02-08 01:00:48"
-16.8719614,-57.440135,Caiman,"2015-02-08 01:00:54"
-16.9905822,-57.3769033,Alice,"2015-02-08 02:00:03"
-16.8773228,-57.4172914,Fera,"2015-02-08 02:00:19"
-16.8781561,-57.4990228,Dale,"2015-02-08 02:00:29"
-16.9110253,-57.4806897,Anderson,"2015-02-08 02:00:37"
-16.8719447,-57.4401831,Caiman,"2015-02-08 02:01:23"
-16.9466153,-57.3656931,Picole,"2015-02-08 02:01:29"
-16.9111022,-57.4805261,Anderson,"2015-02-08 03:00:09"
-16.9873656,-57.3806422,Alice,"2015-02-08 03:00:12"
-16.8724992,-57.4951369,Dale,"2015-02-08 03:00:15"
-16.88148,-57.4214967,Fera,"2015-02-08 03:00:15"
-16.8718931,-57.4401356,Caiman,"2015-02-08 03:00:21"
-16.9466008,-57.3656003,Picole,"2015-02-08 03:01:53"
-16.8829597,-57.4204919,Fera,"2015-02-08 04:00:09"
-16.9110681,-57.4805061,Anderson,"2015-02-08 04:00:12"
-16.86806,-57.4931606,Dale,"2015-02-08 04:00:17"
-16.8719792,-57.4401897,Caiman,"2015-02-08 04:00:21"
-16.9843306,-57.3853056,Alice,"2015-02-08 04:00:30"
-16.9465383,-57.3655986,Picole,"2015-02-08 04:01:29"
-16.8656986,-57.4938456,Dale,"2015-02-08 05:00:17"
-16.98381,-57.3857525,Alice,"2015-02-08 05:00:22"
-16.8719017,-57.4401219,Caiman,"2015-02-08 05:00:29"
-16.8828003,-57.4204825,Fera,"2015-02-08 05:00:29"
-16.9102925,-57.4798144,Anderson,"2015-02-08 05:00:48"
-16.9465306,-57.3656944,Picole,"2015-02-08 05:01:16"
-16.8650281,-57.4896272,Dale,"2015-02-08 06:00:01"
-16.8828197,-57.4204636,Fera,"2015-02-08 06:00:16"
-16.8718708,-57.4402336,Caiman,"2015-02-08 06:00:27"
-16.9110847,-57.4703433,Anderson,"2015-02-08 06:00:29"
-16.984435,-57.3877325,Alice,"2015-02-08 06:01:24"
-16.9464461,-57.3654986,Picole,"2015-02-08 06:01:31"
-16.8828753,-57.4204803,Fera,"2015-02-08 07:00:12"
-16.91595,-57.4706419,Anderson,"2015-02-08 07:00:18"
-16.8734933,-57.4197242,Caiman,"2015-02-08 07:00:20"
-16.8601464,-57.4815878,Dale,"2015-02-08 07:00:54"
-16.9466556,-57.3655278,Picole,"2015-02-08 07:01:15"
-16.9844403,-57.3877303,Alice,"2015-02-08 07:01:22"
-16.9158544,-57.4709408,Anderson,"2015-02-08 08:00:10"
-16.94666,-57.3655378,Picole,"2015-02-08 08:00:11"
-16.8825231,-57.4114853,Caiman,"2015-02-08 08:00:11"
-16.8546497,-57.4776389,Dale,"2015-02-08 08:00:17"
-16.8828744,-57.4203981,Fera,"2015-02-08 08:00:32"
-16.9844669,-57.3876219,Alice,"2015-02-08 08:00:51"
-16.8827089,-57.420465,Fera,"2015-02-08 09:00:07"
-16.8844875,-57.4049364,Caiman,"2015-02-08 09:00:12"
-16.9466267,-57.3656203,Picole,"2015-02-08 09:00:29"
-16.9156883,-57.4711975,Anderson,"2015-02-08 09:00:48"
-16.9844381,-57.3875658,Alice,"2015-02-08 09:01:35"
-16.9159183,-57.4709436,Anderson,"2015-02-08 10:00:11"
-16.9466467,-57.3655275,Picole,"2015-02-08 10:00:45"
-16.8825339,-57.4202594,Fera,"2015-02-08 10:00:54"
-16.8518608,-57.4711919,Dale,"2015-02-08 10:00:59"
-16.8848581,-57.4037667,Caiman,"2015-02-08 10:01:21"
-16.8862358,-57.4032664,Caiman,"2015-02-08 11:00:12"
-16.9466311,-57.3654947,Picole,"2015-02-08 11:00:19"
-16.8825917,-57.4201961,Fera,"2015-02-08 11:00:20"
-16.8519011,-57.47121,Dale,"2015-02-08 11:01:00"
-16.8871644,-57.4055114,Caiman,"2015-02-08 12:00:10"
-16.8825608,-57.4202125,Fera,"2015-02-08 12:00:21"
-16.9157739,-57.4710339,Anderson,"2015-02-08 12:01:24"
-16.8520314,-57.47119,Dale,"2015-02-08 12:01:36"
-16.9467072,-57.3654258,Picole,"2015-02-08 12:03:01"
-16.9466261,-57.3655178,Picole,"2015-02-08 13:00:24"
-16.88283,-57.4204378,Fera,"2015-02-08 13:00:29"
-16.8866742,-57.4077219,Caiman,"2015-02-08 13:00:30"
-16.9157564,-57.4709047,Anderson,"2015-02-08 13:00:31"
-16.8520167,-57.4711581,Dale,"2015-02-08 13:00:49"
-16.8828092,-57.4203742,Fera,"2015-02-08 14:00:18"
-16.9487247,-57.3650739,Picole,"2015-02-08 14:00:25"
-16.9157653,-57.4708839,Anderson,"2015-02-08 14:00:41"
-16.8519822,-57.4712467,Dale,"2015-02-08 14:00:45"
-16.8866897,-57.4077408,Caiman,"2015-02-08 14:00:48"
-16.9479056,-57.3653003,Picole,"2015-02-08 15:00:08"
-16.8827828,-57.42036,Fera,"2015-02-08 15:00:17"
-16.8867092,-57.4077289,Caiman,"2015-02-08 15:00:18"
-16.8520192,-57.4710647,Dale,"2015-02-08 15:00:37"
-16.9158747,-57.4710586,Anderson,"2015-02-08 15:00:48"
-16.9479517,-57.3653297,Picole,"2015-02-08 16:00:07"
-16.915795,-57.4710639,Anderson,"2015-02-08 16:00:16"
-16.8828775,-57.4203869,Fera,"2015-02-08 16:00:30"
-16.8867572,-57.4076783,Caiman,"2015-02-08 16:00:33"
-16.9479322,-57.3653211,Picole,"2015-02-08 16:01:17"
-16.9845286,-57.3876367,Alice,"2015-02-08 16:02:00"
-16.9160556,-57.4705822,Anderson,"2015-02-08 17:00:19"
-16.8827583,-57.4203953,Fera,"2015-02-08 17:00:30"
-16.8866783,-57.4077522,Caiman,"2015-02-08 17:00:35"
-16.8519767,-57.4711878,Dale,"2015-02-08 17:03:06"
-16.8829325,-57.4204369,Fera,"2015-02-08 18:00:14"
-16.8867236,-57.4077267,Caiman,"2015-02-08 18:00:30"
-16.9160225,-57.47057,Anderson,"2015-02-08 18:00:55"
-16.9479269,-57.3653306,Picole,"2015-02-08 18:01:48"
-16.8829169,-57.420445,Fera,"2015-02-08 19:00:15"
-16.8534006,-57.4597089,Dale,"2015-02-08 19:00:30"
-16.9159678,-57.4706425,Anderson,"2015-02-08 19:01:08"
-16.8536244,-57.4592325,Dale,"2015-02-08 20:00:23"
-16.8829097,-57.4203917,Fera,"2015-02-08 20:00:30"
-16.9160342,-57.4705925,Anderson,"2015-02-08 20:00:37"
-16.9482206,-57.3633194,Picole,"2015-02-08 20:01:04"
-16.8535819,-57.4592606,Dale,"2015-02-08 21:00:09"
-16.9160689,-57.4706469,Anderson,"2015-02-08 21:00:21"
-16.882915,-57.4203753,Fera,"2015-02-08 21:00:30"
-16.9158294,-57.4705881,Anderson,"2015-02-08 22:00:27"
-16.8829294,-57.4204142,Fera,"2015-02-08 22:00:48"
-16.9472319,-57.3645672,Picole,"2015-02-08 22:01:29"
-16.8536586,-57.4593139,Dale,"2015-02-08 22:01:53"
-16.8829656,-57.4203744,Fera,"2015-02-08 23:00:07"
-16.9140769,-57.4705417,Anderson,"2015-02-08 23:00:15"
-16.853615,-57.4592389,Dale,"2015-02-08 23:00:30"
-16.8536511,-57.4592331,Dale,"2015-02-09 00:00:36"
