timestamp,location.long,location.lat,individual.local.identifier
"2015-01-19 01:01:19",-57.3707189,-16.9501567,Picole
"2015-01-19 02:01:29",-57.3706167,-16.950805,Picole
"2015-01-19 03:01:47",-57.3706325,-16.9507731,Picole
"2015-01-19 04:01:17",-57.3706506,-16.9507789,Picole
"2015-01-19 05:01:13",-57.3706506,-16.9508481,Picole
"2015-01-19 06:02:27",-57.3706625,-16.9508719,Picole
"2015-01-19 07:02:12",-57.3705461,-16.9506892,Picole
"2015-01-19 08:00:05",-57.3707569,-16.9503086,Picole
"2015-01-19 09:00:12",-57.3708081,-16.9501317,Picole
"2015-01-19 10:00:12",-57.3706464,-16.9506006,Picole
"2015-01-19 11:00:22",-57.3708736,-16.9501028,Picole
"2015-01-19 12:00:05",-57.3708303,-16.95016,Picole
"2015-01-19 13:00:12",-57.3707936,-16.9502431,Picole
"2015-01-19 14:00:39",-57.3691781,-16.9487578,Picole
"2015-01-19 15:02:46",-57.3691706,-16.948645,Picole
"2015-01-19 16:00:30",-57.3692197,-16.9486294,Picole
"2015-01-19 16:01:12",-57.3692469,-16.9486556,Picole
"2015-01-20 00:03:24",-57.3691964,-16.9486603,Picole
"2015-01-20 01:02:07",-57.3692497,-16.9486681,Picole
"2015-01-20 02:01:59",-57.3691461,-16.9487175,Picole
"2015-01-20 03:01:09",-57.3692786,-16.9486094,Picole
"2015-01-20 04:01:25",-57.3707494,-16.9502822,Picole
"2015-01-20 05:01:33",-57.3709247,-16.9500814,Picole
"2015-01-20 06:01:01",-57.3707511,-16.9501286,Picole
"2015-01-20 07:01:19",-57.3707347,-16.95022,Picole
"2015-01-20 08:00:10",-57.3707778,-16.9502919,Picole
"2015-01-20 09:00:03",-57.3707769,-16.9501614,Picole
"2015-01-20 10:00:11",-57.3708058,-16.9501636,Picole
"2015-01-20 11:00:56",-57.3707808,-16.9500883,Picole
"2015-01-20 12:00:07",-57.3701231,-16.9495628,Picole
"2015-01-20 13:00:12",-57.3692522,-16.9487058,Picole
"2015-01-20 14:00:18",-57.36937,-16.9487347,Picole
"2015-01-20 15:00:29",-57.3694294,-16.948905,Picole
"2015-01-20 20:01:53",-57.3694192,-16.9489008,Picole
"2015-01-20 22:01:59",-57.3694183,-16.9488475,Picole
"2015-01-21 00:01:59",-57.3694664,-16.9488569,Picole
"2015-01-21 03:03:24",-57.3693942,-16.9488086,Picole
"2015-01-21 04:01:19",-57.3695364,-16.9488939,Picole
"2015-01-21 05:01:40",-57.3694669,-16.9486936,Picole
"2015-01-21 07:01:29",-57.3694847,-16.9488028,Picole
"2015-01-21 08:00:11",-57.3694564,-16.9487144,Picole
"2015-01-21 09:00:31",-57.3694181,-16.9487781,Picole
"2015-01-21 10:00:30",-57.3693911,-16.9489428,Picole
"2015-01-21 11:00:31",-57.3692778,-16.9488158,Picole
"2015-01-21 12:01:30",-57.3694006,-16.9487819,Picole
"2015-01-21 13:00:47",-57.3693239,-16.9487269,Picole
"2015-01-21 14:00:49",-57.3691753,-16.9486597,Picole
"2015-01-21 15:00:19",-57.3691728,-16.9486217,Picole
"2015-01-21 16:02:01",-57.3694475,-16.94886,Picole
"2015-01-21 18:02:18",-57.36923,-16.9486689,Picole
"2015-01-21 20:02:22",-57.3692675,-16.9486128,Picole
"2015-01-21 22:02:30",-57.3692075,-16.9486397,Picole
"2015-01-22 00:01:30",-57.3692431,-16.948815,Picole
"2015-01-22 01:01:22",-57.3693706,-16.9487611,Picole
"2015-01-22 02:01:30",-57.3692978,-16.9487458,Picole
"2015-01-22 03:01:25",-57.3694467,-16.9487456,Picole
"2015-01-22 05:02:24",-57.36935,-16.9486656,Picole
"2015-01-22 06:01:30",-57.3693744,-16.9486706,Picole
"2015-01-22 07:01:22",-57.3693686,-16.9486547,Picole
"2015-01-22 09:00:54",-57.3693803,-16.9486608,Picole
"2015-01-22 10:00:21",-57.3693481,-16.9486892,Picole
"2015-01-22 11:00:54",-57.3693881,-16.9487053,Picole
"2015-01-22 12:01:18",-57.3694258,-16.9487708,Picole
"2015-01-22 13:01:59",-57.3693769,-16.9487172,Picole
"2015-01-22 14:00:22",-57.3668078,-16.9481289,Picole
"2015-01-22 15:00:06",-57.3653197,-16.9495647,Picole
"2015-01-22 16:00:07",-57.3647192,-16.9477975,Picole
"2015-01-22 16:01:02",-57.3646947,-16.9477925,Picole
"2015-01-22 18:01:22",-57.3651778,-16.9478794,Picole
"2015-01-22 20:01:54",-57.36517,-16.9478694,Picole
"2015-01-22 22:01:48",-57.3654678,-16.9472281,Picole
"2015-01-23 00:02:24",-57.3653939,-16.9472722,Picole
"2015-01-23 01:01:18",-57.3653889,-16.9471967,Picole
"2015-01-23 02:01:59",-57.3653719,-16.94721,Picole
"2015-01-23 03:01:12",-57.3653319,-16.9472019,Picole
"2015-01-23 04:01:18",-57.3655147,-16.9469161,Picole
"2015-01-23 05:01:30",-57.3655061,-16.9468706,Picole
"2015-01-23 06:02:22",-57.3655211,-16.9469156,Picole
"2015-01-23 07:01:19",-57.3654689,-16.9469528,Picole
"2015-01-23 08:00:14",-57.3654197,-16.9469075,Picole
"2015-01-23 09:00:13",-57.3653436,-16.9469922,Picole
"2015-01-23 10:00:15",-57.3654272,-16.9469256,Picole
"2015-01-23 11:00:54",-57.3653961,-16.9469811,Picole
"2015-01-23 12:00:14",-57.3653711,-16.9471397,Picole
"2015-01-23 13:00:14",-57.3653264,-16.9471436,Picole
"2015-01-23 14:00:16",-57.3619278,-16.9513458,Picole
"2015-01-23 15:00:49",-57.3560667,-16.9499667,Picole
"2015-01-23 18:01:29",-57.3549086,-16.9500497,Picole
"2015-01-23 20:01:48",-57.3548958,-16.9493242,Picole
"2015-01-23 22:01:20",-57.3553061,-16.94931,Picole
"2015-01-24 00:02:00",-57.3548942,-16.9493481,Picole
"2015-01-24 01:01:15",-57.3549072,-16.94933,Picole
"2015-01-24 02:01:30",-57.3549486,-16.9493656,Picole
"2015-01-24 03:01:19",-57.35483,-16.9492664,Picole
"2015-01-24 04:01:48",-57.3536247,-16.9485628,Picole
"2015-01-24 05:01:08",-57.3535911,-16.9494103,Picole
"2015-01-24 06:01:29",-57.3532053,-16.9492742,Picole
"2015-01-24 07:01:16",-57.3531994,-16.9492497,Picole
